ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
CUS_0x000550,CUS_00001360,October,Heidi Johnson,31,150-99-0163,Entrepreneur,3133.26,215.63,1,1,24.07,1,Auto Loan,5,2,-41.439179958941985,8,Good,3732.44,31.38,12,Yes,86.57,13.11,High_spent_Small_value_payments,-94.82,Poor
CUS_0x000551,CUS_00001361,October,Kelly Jones,24,347-41-6581,Student,59527.76,5705.28,2,2,7.1,1,Student Loan,2,3,10.739664169944426,5,Good,37700.08,14.14,179,Yes,539.97,1072.46,Low_spent_Small_value_payments,-2689.58,Standard
CUS_0x000552,CUS_00001362,February,Mrs. Amy Malone,39,677-83-2474,Manager,74363.5,5757.47,1,4,16.15,0,Debt Consolidation Loan,2,3,-46.749887422374805,6,Good,64728.96,49.34,199,Yes,2806.51,239.14,High_spent_Medium_value_payments,-1520.3,Standard
CUS_0x000553,CUS_00001363,October,Amy Welch,39,731-85-8517,Manager,17373.34,1207.89,3,1,16.59,0,Auto Loan,18,1,78.88342058526956,7,Good,6159.01,99.78,208,Yes,126.03,94.61,Low_spent_Medium_value_payments,77.09,Poor
CUS_0x000554,CUS_00001364,August,Jennifer Blackwell,35,718-71-4987,Accountant,56207.22,5349.66,4,3,19.91,1,Home Equity Loan,26,3,51.14816491474127,4,Standard,15959.27,74.73,52,Yes,3022.21,680.04,Low_spent_Large_value_payments,-1806.67,Poor
CUS_0x000555,CUS_00001365,June,Emily Cooper,69,847-36-8648,Teacher,20652.83,1788.57,2,2,6.24,1,Auto Loan,1,1,70.19150088324706,3,Standard,15014.33,50.3,172,Yes,57.73,394.46,Low_spent_Small_value_payments,164.17,Standard
CUS_0x000556,CUS_00001366,June,Bridget Powell,33,660-27-8920,Other,5288.05,384.37,4,0,18.15,1,Auto Loan,1,8,-12.96430335755705,2,Good,2096.23,98.39,156,Yes,15.27,66.63,High_spent_Medium_value_payments,-79.77,Good
CUS_0x000557,CUS_00001367,July,Lisa Ramos,26,354-84-6628,Entrepreneur,48320.36,4756.96,1,2,21.35,0,Debt Consolidation Loan,3,1,98.37841503603539,5,Standard,67398.45,28.28,37,Yes,1939.0,1369.01,Low_spent_Small_value_payments,317.94,Poor
CUS_0x000558,CUS_00001368,July,Shirley Miller,23,551-43-6390,Manager,27794.62,2052.83,4,1,16.12,3,Personal Loan,0,2,-36.24727535664713,4,Good,6491.14,53.24,245,Yes,1173.7,542.28,Low_spent_Large_value_payments,-274.82,Standard
CUS_0x000559,CUS_00001369,August,Natalie Martinez,41,554-37-3502,Nurse,47227.56,4685.84,2,4,9.91,3,Mortgage Loan,4,1,20.24080324848353,3,Standard,71765.59,94.97,34,Yes,1176.23,767.85,Low_spent_Large_value_payments,2241.01,Poor
CUS_0x00055a,CUS_00001370,August,Juan Boyd,18,776-82-2622,Manager,40170.35,3414.96,2,1,13.35,0,Mortgage Loan,0,5,91.5848214922247,0,Good,50006.82,51.91,158,No,673.05,621.14,Low_spent_Medium_value_payments,-1500.52,Poor
CUS_0x00055b,CUS_00001371,December,Steve Fernandez,59,265-31-4980,Manager,9776.84,962.79,1,2,22.25,2,Payday Loan,2,2,30.1911681236693,6,Standard,9845.98,21.07,298,No,491.1,158.54,High_spent_Small_value_payments,-268.21,Standard
CUS_0x00055c,CUS_00001372,September,Victoria Rodriguez,52,062-48-4256,Doctor,5776.06,482.31,2,0,8.0,2,Mortgage Loan,3,0,-46.9963414295555,4,Good,2717.17,12.39,263,Yes,183.52,116.42,Low_spent_Large_value_payments,-68.92,Standard
CUS_0x00055d,CUS_00001373,September,Heather Williams,30,667-16-7353,Student,56890.45,3910.81,2,2,18.61,0,Mortgage Loan,0,1,54.101691912407574,5,Good,83857.37,53.6,262,Yes,1230.18,193.56,High_spent_Medium_value_payments,943.53,Standard
CUS_0x00055e,CUS_00001374,May,Norman Chavez,44,242-96-9529,Lawyer,3703.55,257.64,4,1,20.85,0,Student Loan,6,3,35.30701142861952,7,Bad,988.21,47.76,276,Yes,52.11,70.24,Low_spent_Small_value_payments,20.27,Good
CUS_0x00055f,CUS_00001375,October,Stephanie Burton,70,547-77-3832,Accountant,3333.86,295.29,2,1,20.44,2,Credit-Builder Loan,4,3,-17.494765017875274,2,Standard,133.56,76.4,183,Yes,54.35,21.18,Low_spent_Large_value_payments,-119.37,Standard
CUS_0x000560,CUS_00001376,March,Dustin Glover,40,733-74-2294,Manager,59525.97,4764.88,1,4,9.43,0,Auto Loan,0,4,95.8457035940337,5,Standard,32432.74,67.81,245,Yes,1407.17,385.84,Low_spent_Medium_value_payments,869.37,Standard
CUS_0x000561,CUS_00001377,September,Kelly Wright,37,336-67-9542,Nurse,92594.88,7728.36,5,5,23.09,0,Personal Loan,5,1,-16.459965891940186,9,Good,184116.44,53.85,108,No,1350.82,341.1,Low_spent_Large_value_payments,1804.95,Poor
CUS_0x000562,CUS_00001378,November,Richard Gibson,70,151-92-6975,Manager,36776.5,3239.99,1,3,22.82,2,Personal Loan,21,0,31.215144104613188,2,Standard,13777.58,82.54,160,Yes,495.14,728.75,High_spent_Large_value_payments,-247.88,Standard
CUS_0x000563,CUS_00001379,July,Angela Brown,28,134-61-3520,Engineer,8591.57,732.73,1,3,15.98,1,Personal Loan,28,2,-24.32534378625406,5,Bad,9534.9,47.1,55,Yes,364.54,17.75,Low_spent_Small_value_payments,-296.31,Poor
CUS_0x000564,CUS_00001380,October,Jacob Fox,62,603-72-8503,Teacher,8949.57,738.52,4,5,15.21,2,Debt Consolidation Loan,11,2,-8.909753228167396,3,Bad,1032.97,70.59,107,Yes,169.55,216.37,High_spent_Large_value_payments,295.14,Standard
CUS_0x000565,CUS_00001381,April,Shelby Silva,18,652-55-7211,Manager,6787.71,635.9,3,3,8.25,1,Auto Loan,1,3,-31.216110060014962,9,Standard,8409.05,80.17,38,Yes,90.33,94.11,High_spent_Medium_value_payments,-130.98,Poor
CUS_0x000566,CUS_00001382,July,Theresa Dennis,55,427-21-2365,Other,16812.91,1476.81,4,5,19.46,1,Home Equity Loan,5,2,60.04916448685309,5,Standard,10561.36,8.59,102,Yes,272.65,209.58,High_spent_Medium_value_payments,-250.97,Good
CUS_0x000567,CUS_00001383,April,Kari Ellis,27,722-66-8670,Accountant,14792.77,1111.77,2,3,20.62,0,Mortgage Loan,6,9,97.50289220533398,2,Standard,12322.7,64.29,9,Yes,395.3,60.39,Low_spent_Large_value_payments,-43.95,Poor
CUS_0x000568,CUS_00001384,September,Daniel Kennedy,22,765-21-9160,Teacher,4523.5,402.74,1,2,14.67,1,Debt Consolidation Loan,10,3,56.551635777812095,5,Bad,5988.01,83.77,254,Yes,227.76,50.4,High_spent_Medium_value_payments,-158.47,Poor
CUS_0x000569,CUS_00001385,December,Trevor Guzman,75,419-15-1981,Teacher,25795.34,2124.54,1,5,20.1,0,Payday Loan,2,0,-18.458969956045397,1,Good,27240.78,98.35,221,Yes,1051.52,48.44,Low_spent_Medium_value_payments,-1050.59,Poor
CUS_0x00056a,CUS_00001386,July,Dylan Mills,23,121-48-4996,Teacher,25839.81,1847.86,2,4,17.07,1,Home Equity Loan,6,3,6.631908191369092,6,Good,16558.11,17.6,251,No,840.99,8.65,Low_spent_Medium_value_payments,-221.23,Standard
CUS_0x00056b,CUS_00001387,December,Elizabeth Tucker PhD,22,146-76-6911,Teacher,57675.53,5130.55,3,2,9.94,1,Student Loan,5,3,-20.733810241156714,3,Good,70793.91,97.78,174,No,37.01,542.39,High_spent_Medium_value_payments,-2155.07,Poor
CUS_0x00056c,CUS_00001388,September,Steven Small,51,221-24-8009,Doctor,95815.21,7952.81,1,3,12.28,0,Credit-Builder Loan,1,1,60.55821194547171,6,Standard,32190.46,36.27,97,Yes,3117.49,1517.14,Low_spent_Large_value_payments,612.93,Good
CUS_0x00056d,CUS_00001389,November,Joshua Jones,39,046-54-7884,Engineer,9854.94,834.24,1,2,7.08,0,Payday Loan,3,3,87.78926966513609,3,Standard,1188.71,82.61,211,Yes,134.11,75.55,Low_spent_Large_value_payments,-354.34,Standard
CUS_0x00056e,CUS_00001390,April,Krystal Mccullough,27,801-49-7787,Doctor,25951.99,1995.52,2,1,15.55,3,Auto Loan,0,3,78.18577103439694,8,Standard,9745.32,64.57,236,No,1064.42,75.13,Low_spent_Small_value_payments,848.62,Standard
CUS_0x00056f,CUS_00001391,March,Sandra Anderson,26,142-65-7552,Artist,10532.62,961.64,1,2,17.3,4,Mortgage Loan,0,4,-5.438170435752809,9,Standard,13479.73,24.19,129,No,91.06,178.01,High_spent_Small_value_payments,-186.49,Poor
CUS_0x000570,CUS_00001392,February,Mary Hernandez,73,746-42-1464,Doctor,15326.79,1139.48,4,5,16.76,0,Personal Loan,1,3,65.45451264608027,4,Bad,3911.35,92.8,190,Yes,385.98,217.02,Low_spent_Medium_value_payments,423.95,Good
CUS_0x000571,CUS_00001393,January,Mary Ortiz,62,239-51-5555,Artist,14299.85,1261.59,2,4,15.58,0,Home Equity Loan,2,1,-23.161504592844505,5,Standard,27349.53,80.63,231,Yes,498.17,126.46,Low_spent_Small_value_payments,186.15,Standard
CUS_0x000572,CUS_00001394,January,Tina Wu,31,754-36-1451,Lawyer,13911.46,1114.16,4,2,21.76,0,Credit-Builder Loan,0,0,-36.58911782011885,8,Bad,13054.65,61.37,188,Yes,244.94,256.67,Low_spent_Large_value_payments,90.52,Standard
CUS_0x000573,CUS_00001395,April,Michelle Armstrong,47,816-99-5061,Student,4021.88,379.9,1,2,13.53,1,Credit-Builder Loan,3,3,-18.435050466015994,0,Standard,5180.05,63.37,66,Yes,5.87,112.74,High_spent_Medium_value_payments,153.0,Good
CUS_0x000574,CUS_00001396,May,Becky Hansen,49,198-80-8878,Entrepreneur,13626.09,1267.99,1,3,15.37,0,Credit-Builder Loan,8,1,-16.8030022833957,1,Good,276.96,1.62,157,Yes,11.27,11.15,Low_spent_Medium_value_payments,-233.35,Standard
CUS_0x000575,CUS_00001397,March,Amy Hudson,71,194-97-7797,Entrepreneur,61714.25,5936.13,3,3,9.31,3,Student Loan,3,2,62.54308971772964,8,Standard,91989.17,5.02,30,Yes,1156.29,1480.99,High_spent_Large_value_payments,-638.44,Poor
CUS_0x000576,CUS_00001398,December,Alicia Barrett,67,545-24-0311,Nurse,6520.31,476.93,2,2,18.89,2,Debt Consolidation Loan,18,0,75.61264132614532,2,Bad,5940.12,70.1,237,No,184.23,35.67,Low_spent_Small_value_payments,213.23,Good
CUS_0x000577,CUS_00001399,August,Daniel Gallegos,24,860-75-7279,Engineer,24488.83,2065.81,3,3,16.47,1,Credit-Builder Loan,6,4,66.41323711720513,2,Standard,25959.3,74.35,164,Yes,680.96,482.89,High_spent_Large_value_payments,-1017.4,Poor
CUS_0x000578,CUS_00001400,September,Joseph Flores,23,604-06-8053,Accountant,8443.87,608.56,1,3,18.12,1,Student Loan,4,3,26.644782834696656,3,Good,5828.14,56.05,238,Yes,227.67,37.76,High_spent_Large_value_payments,-275.83,Standard
CUS_0x000579,CUS_00001401,April,Allison Kim,32,425-04-8650,Entrepreneur,34801.25,3125.07,2,2,12.64,0,Auto Loan,0,2,76.90112156676635,0,Bad,62550.87,82.83,8,Yes,641.22,719.27,High_spent_Small_value_payments,-1029.49,Poor
CUS_0x00057a,CUS_00001402,April,David Wilson,34,102-70-2756,Manager,22524.93,2213.36,1,2,23.36,0,Credit-Builder Loan,11,3,28.918541766816546,3,Standard,39765.83,83.24,277,Yes,1237.97,277.79,High_spent_Small_value_payments,821.73,Poor
CUS_0x00057b,CUS_00001403,December,Clayton Tate,32,158-40-6673,Sales,8862.7,783.44,1,3,24.67,1,Credit-Builder Loan,1,1,-29.788270451951348,9,Good,16.11,48.02,181,No,118.48,139.38,Low_spent_Small_value_payments,126.83,Good
CUS_0x00057c,CUS_00001404,June,Amy Woodward,50,186-04-0959,Accountant,19355.94,1461.08,2,1,23.92,2,Personal Loan,2,0,-8.423880947776311,9,Good,13580.01,66.28,41,Yes,443.29,358.33,High_spent_Medium_value_payments,491.36,Standard
CUS_0x00057d,CUS_00001405,January,Brett Thomas,59,332-34-6153,Doctor,5457.98,443.05,3,1,21.98,0,Auto Loan,8,4,96.66603460069598,5,Bad,9927.26,77.71,68,Yes,159.48,67.39,Low_spent_Large_value_payments,-57.69,Poor
CUS_0x00057e,CUS_00001406,June,Stephanie Williams,38,246-97-9782,Entrepreneur,33974.34,2911.92,2,4,12.63,1,Auto Loan,2,2,57.551967065666176,1,Standard,35995.81,5.96,47,Yes,531.07,274.22,High_spent_Medium_value_payments,728.97,Poor
CUS_0x00057f,CUS_00001407,September,Katherine Goodwin,77,395-15-4413,Entrepreneur,27309.03,2191.34,1,0,11.98,0,Student Loan,13,3,17.415671110754616,9,Bad,9632.98,4.09,217,No,861.1,206.32,High_spent_Small_value_payments,963.66,Good
CUS_0x000580,CUS_00001408,March,John Russell,60,496-04-6677,Sales,48269.63,4697.43,2,3,6.82,1,Auto Loan,11,2,-34.860953745727315,0,Good,16642.74,32.49,287,Yes,232.11,508.12,Low_spent_Small_value_payments,-1102.54,Standard
CUS_0x000581,CUS_00001409,August,Susan Smith,39,568-76-1664,Manager,47410.87,4703.46,2,0,23.9,0,Credit-Builder Loan,3,1,-7.0525571665444815,6,Good,56153.17,78.11,299,Yes,1872.5,884.03,Low_spent_Large_value_payments,2137.72,Standard
CUS_0x000582,CUS_00001410,October,Justin Glover,44,312-73-6665,Lawyer,18429.43,1410.05,1,2,13.13,1,Credit-Builder Loan,6,3,-38.19048523368913,0,Bad,19364.61,96.33,204,Yes,432.64,198.47,Low_spent_Small_value_payments,-700.5,Standard
CUS_0x000583,CUS_00001411,September,Ryan Mason,46,802-19-6117,Lawyer,11445.68,1090.99,2,3,23.79,0,Credit-Builder Loan,11,0,66.5705745660605,1,Standard,16616.9,6.42,260,Yes,390.85,116.65,Low_spent_Large_value_payments,68.95,Standard
CUS_0x000584,CUS_00001412,October,Carol Sanchez,57,434-72-7402,Nurse,143918.47,11814.16,2,2,11.18,0,Payday Loan,7,4,-39.34432587810896,4,Good,42175.41,42.82,6,No,6921.03,1185.23,High_spent_Medium_value_payments,-853.44,Poor
CUS_0x000585,CUS_00001413,June,Robert Woodward,78,636-38-2743,Doctor,5608.61,450.07,4,1,11.25,1,Debt Consolidation Loan,0,3,27.92667509723617,2,Standard,5319.13,60.25,77,No,253.16,75.5,Low_spent_Large_value_payments,178.02,Standard
CUS_0x000586,CUS_00001414,November,Timothy Olson,47,613-33-6229,Artist,15006.05,1161.16,1,0,8.71,0,Mortgage Loan,1,2,66.84782529573103,1,Standard,5210.44,7.94,20,Yes,498.76,192.32,High_spent_Medium_value_payments,-54.34,Standard
CUS_0x000587,CUS_00001415,June,Dr. Christy Pittman MD,54,166-95-8751,Doctor,16232.35,1374.54,4,1,20.41,1,Mortgage Loan,3,1,41.12803282853095,1,Good,74.13,74.3,243,No,291.44,79.88,High_spent_Large_value_payments,-444.04,Good
CUS_0x000588,CUS_00001416,July,Elizabeth Foster,49,126-18-9118,Nurse,64012.71,5548.85,4,3,7.83,0,Auto Loan,10,1,27.907675152780826,3,Standard,13571.17,81.87,13,Yes,886.71,1474.85,Low_spent_Large_value_payments,364.05,Standard
CUS_0x000589,CUS_00001417,July,Dr. Christine Wagner PhD,69,699-44-4283,Lawyer,6093.11,521.5,1,4,6.58,3,Personal Loan,3,1,-33.93027768986907,8,Standard,36.66,52.09,198,Yes,31.53,89.27,High_spent_Small_value_payments,100.42,Standard
CUS_0x00058a,CUS_00001418,October,Michelle Nelson,76,679-42-5598,Student,22054.28,1686.49,3,3,12.1,0,Home Equity Loan,5,0,-17.004312707687973,1,Standard,232.8,77.88,114,No,639.21,113.51,High_spent_Small_value_payments,398.02,Standard
CUS_0x00058b,CUS_00001419,October,Tyler Murphy,59,709-18-0034,Accountant,53528.05,4531.14,1,3,20.3,0,Credit-Builder Loan,11,4,31.47901117155041,9,Bad,66194.44,98.12,263,Yes,110.9,696.11,High_spent_Small_value_payments,-290.69,Standard
CUS_0x00058c,CUS_00001420,December,April Smith,25,178-53-9107,Engineer,2859.12,215.45,2,1,18.35,0,Auto Loan,4,7,-19.693081280614848,7,Standard,2045.69,97.67,135,Yes,32.5,12.56,Low_spent_Large_value_payments,-27.5,Good
CUS_0x00058d,CUS_00001421,January,Michele Farmer,79,552-11-1271,Engineer,63944.94,6021.31,2,1,18.79,2,Student Loan,4,3,-40.86806384104224,9,Standard,90702.14,51.54,236,Yes,3505.06,290.28,Low_spent_Large_value_payments,144.69,Good
CUS_0x00058e,CUS_00001422,January,Stephanie Cabrera,18,456-87-2023,Entrepreneur,25713.75,2567.05,5,3,19.61,1,Payday Loan,10,3,51.045716975813036,8,Bad,48416.41,4.01,11,Yes,1452.86,624.26,High_spent_Small_value_payments,-302.62,Poor
CUS_0x00058f,CUS_00001423,May,Robert Carey,54,367-50-2904,Sales,42285.1,4178.94,1,3,14.43,1,Mortgage Loan,23,4,-2.470508772084834,9,Standard,2883.54,53.64,19,Yes,2024.72,1069.8,Low_spent_Medium_value_payments,947.48,Standard
CUS_0x000590,CUS_00001424,March,Robin Terrell,75,128-60-6070,Teacher,3993.69,369.41,1,4,23.08,0,Payday Loan,32,2,37.52085501852207,4,Good,2008.82,56.36,276,No,190.27,43.55,High_spent_Medium_value_payments,-66.12,Standard
CUS_0x000591,CUS_00001425,April,Jill Walker,59,021-98-4607,Sales,47095.05,4255.58,2,1,17.07,2,Auto Loan,4,1,58.493818576366905,3,Good,34455.17,96.14,81,Yes,2473.07,49.05,Low_spent_Large_value_payments,-1817.21,Poor
CUS_0x000592,CUS_00001426,January,Michelle Lee,60,836-79-4968,Accountant,48807.09,4859.0,3,2,12.14,1,Payday Loan,16,1,43.37532696737901,8,Good,19422.56,33.09,31,Yes,1452.88,361.01,Low_spent_Medium_value_payments,1369.38,Standard
CUS_0x000593,CUS_00001427,February,Connie Baird,61,372-05-4600,Entrepreneur,6174.18,414.2,2,2,12.18,3,Mortgage Loan,11,1,-17.677191419020808,2,Standard,904.99,63.94,151,Yes,235.85,87.45,High_spent_Medium_value_payments,-202.33,Standard
CUS_0x000594,CUS_00001428,June,Michael Obrien Jr.,38,841-82-6490,Doctor,11718.0,1050.67,1,3,23.79,2,Credit-Builder Loan,3,2,92.76268827667539,3,Standard,10809.94,8.77,19,Yes,430.22,56.1,High_spent_Large_value_payments,66.42,Standard
CUS_0x000595,CUS_00001429,January,Donald Mason,69,175-71-3175,Other,9609.09,914.59,4,0,12.12,0,Auto Loan,2,2,-20.93087504915977,7,Good,7947.71,49.04,137,Yes,274.72,141.71,Low_spent_Large_value_payments,302.17,Standard
CUS_0x000596,CUS_00001430,November,Krystal Fleming,59,579-23-1071,Student,14085.79,1345.46,2,3,22.75,1,Mortgage Loan,1,2,40.80325772212444,5,Good,13968.69,16.82,260,Yes,510.1,392.31,High_spent_Medium_value_payments,-139.76,Standard
CUS_0x000597,CUS_00001431,April,Nichole Anderson,79,584-30-8571,Entrepreneur,15710.22,1567.79,2,3,21.52,1,Payday Loan,1,4,8.438649654590371,5,Good,3759.83,34.53,41,No,744.13,141.11,High_spent_Large_value_payments,686.49,Good
CUS_0x000598,CUS_00001432,May,Denise Abbott,23,024-89-8732,Manager,21796.56,1702.96,1,2,6.11,1,Payday Loan,2,3,12.022982918560253,9,Good,6650.41,96.8,150,No,938.01,64.67,High_spent_Large_value_payments,-805.79,Poor
CUS_0x000599,CUS_00001433,September,Melanie Ware,21,003-55-0850,Artist,51762.63,4569.29,5,1,11.95,3,Auto Loan,49,3,-16.733921351670062,9,Bad,15556.13,56.18,10,Yes,607.72,1298.07,High_spent_Large_value_payments,248.36,Poor
CUS_0x00059a,CUS_00001434,June,Erica Richard,77,417-36-1995,Lawyer,10173.06,788.41,4,3,14.59,3,Auto Loan,11,2,19.37195686528213,1,Bad,16556.04,16.88,70,Yes,264.65,197.81,Low_spent_Small_value_payments,224.21,Standard
CUS_0x00059b,CUS_00001435,December,Julie Ward,73,778-06-3679,Engineer,103730.8,7520.18,1,2,22.65,0,Mortgage Loan,1,3,-32.07410116965829,7,Standard,122126.69,65.33,48,No,2158.01,1456.96,High_spent_Small_value_payments,-2634.9,Standard
CUS_0x00059c,CUS_00001436,May,Thomas Patel,53,324-01-6421,Lawyer,50246.58,3897.54,4,1,17.98,1,Debt Consolidation Loan,7,1,97.32935425623705,0,Bad,25748.44,44.99,246,No,1340.0,1145.12,Low_spent_Small_value_payments,1147.63,Good
CUS_0x00059d,CUS_00001437,February,Brad Armstrong,79,026-95-3697,Manager,2095.53,200.7,1,2,11.32,1,Student Loan,10,1,-0.6953894276249954,3,Standard,2476.67,8.43,295,Yes,28.07,5.88,High_spent_Medium_value_payments,-96.15,Standard
CUS_0x00059e,CUS_00001438,August,Jessica Jones,37,256-26-2695,Lawyer,34131.82,3210.72,2,3,5.53,0,Home Equity Loan,12,1,-21.042308541388195,1,Standard,12571.88,82.58,150,No,248.95,124.28,Low_spent_Medium_value_payments,-1036.83,Standard
CUS_0x00059f,CUS_00001439,February,Arthur Garrett,38,029-62-7078,Accountant,50542.6,4199.61,5,2,19.87,2,Auto Loan,6,1,9.142407101734918,9,Good,68836.15,83.01,155,Yes,1434.62,69.65,High_spent_Medium_value_payments,-168.32,Good
CUS_0x0005a0,CUS_00001440,January,Leslie Sims,60,343-33-4050,Entrepreneur,12500.66,1213.94,2,1,5.6,1,Debt Consolidation Loan,38,2,79.63395388574781,0,Standard,24098.08,87.44,83,No,403.65,272.93,Low_spent_Medium_value_payments,-589.99,Poor
CUS_0x0005a1,CUS_00001441,February,David Peterson,45,056-43-8515,Doctor,17826.3,1258.26,1,4,21.76,0,Student Loan,41,4,19.09598732007761,1,Standard,12539.31,18.29,287,Yes,73.48,91.53,High_spent_Medium_value_payments,492.8,Standard
CUS_0x0005a2,CUS_00001442,April,Terri Parsons,69,635-57-1568,Manager,13656.71,1059.35,2,0,11.1,2,Home Equity Loan,9,2,-32.108379459650045,3,Bad,16020.84,3.52,192,Yes,152.17,134.97,High_spent_Large_value_payments,521.87,Standard
CUS_0x0005a3,CUS_00001443,October,Lauren Miller,74,063-05-6184,Teacher,43616.39,3981.71,2,2,14.23,2,Student Loan,11,0,6.244070007923156,6,Standard,43623.01,91.91,270,Yes,303.46,516.07,High_spent_Medium_value_payments,1954.44,Standard
CUS_0x0005a4,CUS_00001444,June,Ryan Brown,75,131-08-7241,Sales,18957.32,1863.15,1,1,12.6,1,Debt Consolidation Loan,3,1,-45.47447104145145,6,Standard,29798.47,78.25,133,Yes,129.04,35.75,Low_spent_Medium_value_payments,874.44,Standard
CUS_0x0005a5,CUS_00001445,May,Leslie Reynolds,72,105-87-0915,Sales,70497.58,6310.2,2,2,22.11,2,Debt Consolidation Loan,2,2,16.945648479127655,3,Good,74406.08,16.85,154,Yes,1444.51,1003.04,High_spent_Small_value_payments,-1170.79,Standard
CUS_0x0005a6,CUS_00001446,March,Elizabeth James,70,099-80-6736,Teacher,55047.97,5015.0,5,5,14.33,0,Home Equity Loan,13,2,79.53992828821802,8,Standard,34709.03,49.64,71,No,1447.4,726.78,High_spent_Medium_value_payments,-718.44,Standard
CUS_0x0005a7,CUS_00001447,January,Kyle Keller,58,011-59-6291,Accountant,17701.97,1708.17,2,2,20.1,1,Debt Consolidation Loan,14,1,37.055316301717966,7,Standard,18870.24,94.46,194,No,491.6,62.31,High_spent_Small_value_payments,125.63,Poor
CUS_0x0005a8,CUS_00001448,May,Jeffrey Oliver,71,104-44-0426,Nurse,66477.35,5011.67,2,5,10.24,2,Auto Loan,8,2,-2.4643445263297465,1,Good,44232.23,88.71,75,Yes,1271.38,1286.09,Low_spent_Small_value_payments,-1698.21,Poor
CUS_0x0005a9,CUS_00001449,August,Garrett Lee,63,106-02-9752,Engineer,57306.32,4212.84,2,3,5.7,0,Home Equity Loan,0,1,-47.118649754215966,5,Standard,54163.54,3.62,29,Yes,589.6,890.73,Low_spent_Large_value_payments,1680.25,Poor
CUS_0x0005aa,CUS_00001450,December,Leslie Randall,65,587-17-8338,Accountant,81314.96,8004.59,4,3,22.37,0,Credit-Builder Loan,1,1,-6.953776186805378,4,Bad,151961.51,26.3,268,Yes,2600.91,200.71,High_spent_Small_value_payments,2045.9,Poor
CUS_0x0005ab,CUS_00001451,November,Jason Hardy,41,456-24-3984,Manager,27907.61,2651.64,3,1,14.21,0,Auto Loan,1,2,-39.12279247100474,7,Good,33310.37,9.04,293,Yes,739.03,141.31,High_spent_Medium_value_payments,544.85,Standard
CUS_0x0005ac,CUS_00001452,February,Andrew Anderson,66,599-56-8408,Accountant,6283.82,524.77,1,3,22.39,3,Auto Loan,10,2,98.86666742607457,5,Standard,7860.72,14.08,199,No,205.94,149.16,Low_spent_Small_value_payments,-134.46,Poor
CUS_0x0005ad,CUS_00001453,March,Nicole Collins,74,555-19-2416,Engineer,17140.79,1643.39,2,5,5.66,0,Credit-Builder Loan,12,1,-11.705521993548409,8,Good,29544.13,4.44,181,No,270.75,88.81,High_spent_Medium_value_payments,190.56,Poor
CUS_0x0005ae,CUS_00001454,October,Larry Carter,43,009-67-9609,Teacher,19741.13,1944.89,2,1,9.05,2,Student Loan,35,1,52.92163360554737,3,Standard,38595.49,13.49,277,Yes,595.99,357.6,Low_spent_Large_value_payments,-856.25,Poor
CUS_0x0005af,CUS_00001455,January,Brianna Young,61,839-72-0895,Doctor,25624.56,1990.83,2,4,22.37,1,Payday Loan,3,1,-36.68010472850064,3,Standard,16294.27,33.63,40,Yes,34.16,329.14,High_spent_Large_value_payments,-206.53,Standard
CUS_0x0005b0,CUS_00001456,July,Craig Gonzalez,40,207-09-5596,Lawyer,41389.37,3104.31,4,2,5.02,1,Student Loan,0,2,-16.023418629575254,8,Standard,6070.07,49.68,117,Yes,136.31,35.66,High_spent_Large_value_payments,496.86,Standard
CUS_0x0005b1,CUS_00001457,February,John Holt,54,479-77-5426,Teacher,24348.49,1754.38,4,3,21.31,0,Student Loan,0,2,-34.603234448193646,4,Bad,47737.87,38.73,42,Yes,177.13,232.56,High_spent_Small_value_payments,292.04,Poor
CUS_0x0005b2,CUS_00001458,September,Kylie Rogers,37,307-54-5385,Other,36301.92,3357.9,2,2,11.25,0,Personal Loan,7,4,16.77234347508768,7,Bad,9572.95,91.59,109,Yes,1796.92,641.87,High_spent_Medium_value_payments,-1.77,Standard
CUS_0x0005b3,CUS_00001459,March,Jesse Mccormick,19,044-64-3595,Lawyer,5093.02,436.26,2,2,6.77,1,Debt Consolidation Loan,10,3,30.884358150660944,6,Bad,9057.97,92.95,95,No,161.74,28.01,High_spent_Medium_value_payments,135.72,Standard
CUS_0x0005b4,CUS_00001460,February,Margaret Steele,54,478-80-3493,Other,9813.54,971.26,4,2,15.65,2,Debt Consolidation Loan,2,4,-42.314987947621006,6,Bad,12904.0,62.0,257,No,185.9,112.32,Low_spent_Large_value_payments,-470.73,Standard
CUS_0x0005b5,CUS_00001461,January,Nicholas Cisneros,55,340-95-6159,Engineer,8392.69,600.69,1,3,5.15,1,Payday Loan,33,1,-14.563716687833022,1,Standard,7776.33,58.5,8,Yes,75.69,113.36,High_spent_Medium_value_payments,61.32,Poor
